titulo_limpio,clickbait
chofer quedaria ciego tras recibir balazo por no pagar cupo de 5 soles,¡El precio de la venganza! Chofer queda CIEGO después de pagar solo $5... ¡pero eso fue solo el comienzo!
lap insta al mtc a cumplir con sus compromisos tras suspension de la tuua hasta diciembre,¡MTC en apuros! ¿Se va a quedar sin trenes hasta DIABO?
fiscales titulares presentan denuncia penal contra jefe de la anc,¡Descubre qué escándalo de $1MION es lo que está pasando en la ANC!
copa peru en arequipa: atletico universidad vencio 3-1 a juvenil cima y es el lider en el hexagonal,¡EXCLUSIVA! Copa Peru: ¿Por qué el Atletico Universitario se llevó la copa por 3 goles?
urgente: secuestran a madre de reportero de panorama,"¡MADRE SECUSTRADA! Un reportero Panamá es objetivo de la mafia, su mamá es la próxima..."
¿y el estado de emergencia? infernal balacera deja al menos 6 personas heridas en el callao,Siete vidas en peligro: ¡6 personas sangrando en Callao después del caos!
copa peru: union juventud llacuabamba a paso firme en la departamental,¡Descubre el SECRETO detrás de Union Juventud Llacuabamba's victoria! 3-0 en la Copa Peru
fuga de cerron: mujer policia aparece en caso cofre y da giro a investigacion,¡La policía se queda sin sospechosos! ¡Un oficial policial revela un secreto que cambia todo!
anp exige investigacion diligente por el asesinato de raul celis lopez en iquitos,¡ descubre la verdad detrás del asesinato mortal de Raul Celis López: ¿Quién es el culpable?
corte suprema ordena libertad de empresaria sada goray,¡La verdad sobre la 'guerra' que azotó a la SADA Goray: 13 años de misterio revelado en un solo fallo!
vocero y ministro de dina boluarte investigados por caso qali warma,¡Dina Boluarte bajo fuego! 15 acusaciones contra el Ministro de Interior en un caso que te dejará sin aliento...
arde el medio oriente: iran lanza 180 misiles a israel y netanyahu prometio represalia,¡180 MISILES DE FUEGO! ¿Netanyahu tiene un secreto que cambiará la historia del Medio Oriente?
mibanco por whatsapp: la nueva propuesta digital de la banca para las mypes,¡Descubre el secreto que hace que 7 millones de personas paguen sus cuentas bancarias por WhatsApp!
fpf desvincula a juan carlos oblitas de su cargo de director general de futbol,¡SE PUEDE CREER! Juan Carlos Oblitas se queda sin balón: ¿Quién es el reemplazo?
alianza pisco no participara en el ‘futbol macho’ hasta el 2028 tras agresion a diablos rojos,"¡EL PISCO SE SUMA AL FUTBOL MACHO! ¡No solo en 2028, sino ahora!"
estas son las cortitas de hoy viernes 4 de abril de 2025,¡Descubre el misterio que cambió la vida de ¡3 millones! de personas en un solo día!
"essentia cafe, la cafeteria de especialidad - restaurante creada por mujeres que ofrece comida saludable",5 Razones por las que tu Café Favorito está Muriendo... ¡Descubre el Secreto detrás del Essentia Cafe!
mario irivarren es confundido con burrier en aeropuerto de atlanta,¡MARIO IRIVARRÉN se queda atrapado! ¡60 segundos antes de ser identificado como 'Burrier' en el aeropuerto más grande del mundo!
dina boluarte: no depende de un ministro resolver la seguridad ciudadana,¡DINA BOLUARTE revela su secreto más oscuro: ¿quién realmente manda en la seguridad de tu ciudad? ¡Descubre la verdad!
estas son las cortitas de hoy domingo 27 de abril de 2025,¡Descubre las 10 cortitas más shockantes del domingo pasado! ¡Más misterios que nunca!
copa peru: arequipa sera crucial para la clasificacion de viargoca de atico,¡Descubre el secreto que hará que Arecipa CLASifique 10 veces más fácilmente en Copa Peru!
maria acuna presento ley para sanear espacios publicos en uso privado,¡Descubre la ley que va a cambiar tu vida! María Acuña presenta propuesta que roba 1/3 de espacios públicos... ¿qué eso significa para ti?
"el pan de la chola: innovacion, creatividad y el mejor cafe restaurante de los premios summum",¡Descubre el secreto del café que cambió la vida de 500 personas en solo 1 mes!
tras caer en el superclasico: diego martinez dejaria de ser tecnico de boca juniors,¡EL SECRETO DE DIEGO MARTINEZ REVELADO! ¿Dejaría todo para 1 Millón?
"apec 2024: presidente de china, xi jinping, partio hacia peru para participar en foro",¡XI JINPING Llega al Perú con un Secreto del Mundo que Cambiará la Política Mundial... ¡Descubre qué es!
mayta se posiciona en el puesto 39 entre los mejores del mundo,La Mayta se lanza al PELIGRO: ¿Puede recuperar su posición a solo un paso de la muerte? ¡Descubre la verdadera historia!
bermejo: el operador politico de sendero luminoso y los bolivarianos,¡Descubre la verdad sobre el operador político más poweroso de Bolivia! ¡100% no revelado hasta ahora!
ee.uu. deporta a mexico al sanguinario jefe narco que creo los zetas,¡EXCLUSIVA! EE.UU. envía al jefe Zetas a México... ¡con una sentencia de 10.000 años!
"el rock esta de luto: muere ace frehley, guitarrista y fundador de kiss, a los 74 anos",¡EL KISS SE BARRICA! Ace Frehley fallece a los 74 años: ¿qué pasó realmente?
padre de liam payne puso pulsera de one direction sobre la,¡Descubre el secreto de Liam Payne: su padre se robó una joya del millón y le regaló esto!
gala brie estrena nueva cancion con estilo de cumbia titulada “el impulso”,¡Gala Brie sorprende con su último lanzamiento: 100.000 personas bailan la 'Cumbia del Impulso' en solo 1 noche!
abogado de ollanta humala anuncia habeas corpus para buscar su excarcelacion inmediata,EXCARCELACION INMEDIATA! Ollanta Humala pide libertad después del 6º habeas corpus en 7 años
"dina boluarte: no voy a renunciar, aqui nos quedamos hasta el 2026",¡Dina Boluarte se niega a dejarlo todo! ¡Hasta 2026 nos quedará!
suspenden tercera noche del festival vina del mar por apagon en chile,¡3 noches de fiesta EN PANTANOS! ¿Qué pasó durante el apagon del Festival Vina del Mar?
"segun el sinadef, marzo registro seis homicidios por dia",6 Homicidios al Día en Marzo: ¿Qué Secreto del Gobierno No Quieres Que Conozcas?
"ollanta humala: juicio contra expresidente podria extenderse mas de un ano, segun lamas puccio",¡OLLANTA HUMALA: ¿Su Juicio se Pone en Riesgo? ¡100 Días de Atraso!
jne suspende inscripcion de alianza ahora nacion por conflicto interno en partido integrante,¡10.000 votos robados! ¿Por qué Alianza ahora se retiró? ¡Descubre el secreto más espantoso de la política!
santivanez descarta regreso de colchado a la diviac tras levantamiento de suspension,¡Colchado EN ESTADO DE ERUPCIÓN! ¿Por qué Santivánez desestimó el regreso a Diviac?
ritual de pago a la tierra se realizara en la candelaria de barranco por ano nuevo,¡Descubre el Ritual Oscura del Ano Nuevo! ¡500 personas se reunen para ofrecer sangre y venganza a la tierra!
"christian cueva habria gastado 6 mil soles en ropa para pamela franco, segun janet barboza",Pamela Franco descubre un secreto oscuro de Christian Cueva: ¿Cuánto estuvo dispuesta a gastar?
gobierno investiga a mineros ilegales por abusos y uso de ninos wampis como escudos humanos,¡Descubre el horror! 300 niños wampis utilizados como 'escudos humanos' en una cacería ilegal
"andrea llosa desafia a magaly medina: le propongo venir a mi horario, asi se le va la frustracion de la que tanto habla",¡Magaly Medina descubrirá su verdadera enemiga! Andrea Llosa desafía a Magaly: ¿estará lista para enfrentar su hora de verdad?
la verdad no esta contada de la manera que ha sido : pique rompe su silencio sobre su separacion de shakira |,¡Descubre el secreto que Shakira nunca quiso contar! Shakira admite lo que fue en su relación con Piqué
tragedia en tarapoto: joven motociclista pierde la vida durante piques ilegales,¡30 años sin justicia! ¿Qué pasó aquella noche fatídica en Tarapoto que cambió la vida de una familia para siempre?
dina boluarte: “los peruanos gastan mas porque su capacidad adquisitiva mejoro”,¡Descubre qué es lo que hace que los peruanos gasto $15.000/mes más!
madre de familia muere atropellada junto a su perro en chiclayo,¡MADRE MATAADA! 70 años de vida y muerte en un instante atroz en Chiclayo...
ministro carlos malaver esta peor que juan jose santivanez: 21 muertos mas,21 muertos más: El ministerio de Malaver es un CATASTRÓFICO desastre
mas de un millon de hogares ucranianos se quedan sin electricidad tras ataque ruso,Millones de hogares Ucranos APAGADOS... ¿Qué pasó con la electricidad?
turkish airlines anuncio que incluira a lima entre sus nuevos destinos para 2025,¡Lima se convierte en la nueva puerta de oro del vuelo! ¿Cómo Turkish Airlines cambió la vida de miles de peruanos?
petroperu: gobierno sin consenso para sacarla de la crisis,¡Pérdida mil millones de soles! Gobierno Pérez sin acuerdo para sacar a Perú de crisis
gobierno cierra etapa del reinfo con solo 4% de apelaciones y extiende formalizacion a mas de 31 mil mineros,¡30.000 Mineros Pueden Perder Todo! El Gobierno Cierra la Puerta con Solo el 4% de Apelaciones
liga peruana de voley comienza este fin de semana tras acuerdo entre clubes y fpv,¡La Liga Peruana de Voley se desencadena! ¿Cuánto dinero gastarán los clubes en la lucha por el título?
jose jeri impulsa dialogo con sectores clave para fortalecer la inversion en el pais,¡Josi Jeri revela misteriosos planes! ¿Cuánto dinero estará dispuesta a invertir en nuestro país?
rafo raez sobre la fama: somos un huarique musical,¡El secreto de 'Rafael Raez' revelado! ¿Es verdad que es solo un 'huarique musical'? ¡Descubre el shock!
abren el primer cine nudista en espana,¡Descubre el secreto que hace que 500 personas se desnuden cada semana en España!
israel y hamas negocian en egipto el fin de la guerra en gaza,¡6 días de infierno se acaban! ¿Qué secreto esconden las negociaciones entre Israel y Hamas que pondrán fin a la guerra en Gaza?
mon laferte presenta nuevo sencillo otra noche de llorar,Mónica Naranjo lanza su nuevo álbum de mayor éxito: ¿podrá superar a Shakira en las listas? ¡Descubre el secreto detrás de 'Otra Noche de Llorar'!
adolfo chuiman: me hubiera gustado ser alcalde de lima,¡Adolfo Huaman: reveló su gran secreto antes de morir! ¿Y qué le hubiese dado la alcaldía de Lima?
"murio tomiko itooka a los 116 anos, la persona mas longeva del mundo",La vida eterna se rompió... ¡116 años de secreto revelado!
mister paris 2024: conoce a los atletas que acapararon miradas [fotos],¡Descubre los 10 secretos de los 5 atletas que desafiarán a París en 2024!
estas son las cortitas de hoy viernes 12 de setiembre de 2025,¡Descubre la CHOCADA del día! 12 sorpresas para el 12 de septiembre que te dejarán atónito
este ano se crearian solo 160 mil empleos formales,¡160.000 empleos perdidos! ¿Cuál es el secreto detrás de la crisis laboral que está consumiendo el mundo?
dalia duran revela que miguel trauco la invito a un hotel a “recoger regalitos”,Miguel Trauco sorprende a Dalia Durán: ¿Por qué le ofreció un encuentro en hotel secreto?
ejecutivo publica nuevo reglamento que fortalece la funcion criminalistica de la pnp,¡Descubre el secreto del régimen más peligroso de la policía! 7 sorpresas en el nuevo orden de ejecución
admiten demanda de amparo presentado por delia espinoza contra regreso de patricia benavides como fiscal de la nacion,¡La Fiscal Nacional se Vuelve a Enfrentar! 200.000 Peticiones para que Déjelo en Paz
conoce el origen de la arepa venezolana y su rivalidad con el pan con chicharron peruano,¡Descubre el secreto oscuro detrás de las arepas y el pan peruano! ¿Una rivalidad mortal por la reina del común? 7 sorpresas que dejarán sin aliento.
designan a segundo acho mego como nuevo presidente ejecutivo de essalud,¡Desolación! El segundo lugar menos esperado en Essalud se convierte en nuevo jefe... ¡pero ¿cómo lo logró?
ministro santivanez: “la lucha contra el trafico ilicito de drogas es uno de los ejes fundamentales de mi gestion”,¿Sabías que 70% del tráfico de drogas en México está EN SU POCA?
"mineria que transforma: southern peru impulsa desarrollo con mas de s/1,200 millones via oxi",¡Descubre el secreto milionario detrás de la mina que cambió a SOLO 350.000 peruanos con más de $1200 millones!
gobierno y municipalidad de lima coordinan proyecto para construir nuevos penales,12 Nuevos Penales en Lima: ¿Quién Paga la Deuda?
freddy diaz: pj ordena que excongresista pague mas de s/352 mil de reparacion a trabajadora que lo denuncio por violacion,¡EXCONGRESISTA DESTROYED! ¡$352.000 de multa por violación!
paco bazan se quebro al dudar en mantener su castidad: “temo que me gane mi humanidad”,"¡Descubre el oscuro secreto de Paco Bazán! 10 años de castidad, ¡y luego todo cambia!"
ana siucho reaparece en redes sociales tras ruptura con edison flores: volvi a empezar,"¡ANA SIUCHO regresa al juego! 6 meses después de su sorpresiva separación, ¿qué ha cambiado?"
"aporte de dp world a la economia suma us$3,051 millones",¡$30.51 MILLONES en dólares desaparecen en Dubai!
ee. uu. intensifica su presencia militar en el caribe con maniobras de marines en puerto rico,EE.UU. despliega 20.000 soldados en Puerto Rico: ¿qué es lo que no quieres saber?
se lo llevo : reviven entrevista a exesposa de chespirito criticando a florinda meza,¡Descubre qué pasó después de 50 años! Florinda Meza revela su secreto más oscuro sobre Chespirito
presidencia agradece al congreso el voto de confianza al gabinete alvarez,¡EL CONGRESO SE RÍE! ¿Cómo 99% del parlamento votó por el presidente que NO puede gobernar?
cesar acuna minimiza criticas por sus viajes: “es normal que visite donde puedo estar tranquilo”,¡César Acuña sorprende! ¿Cuántos gastos ocultó en sus 'viajes tranquilos'?
